"SQINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2010:Q1","2010:Q2","2010:Q3","2010:Q4","2011:Q1","2011:Q2","2011:Q3","2011:Q4","2012:Q1","2012:Q2","2012:Q3","2012:Q4","2013:Q1","2013:Q2","2013:Q3","2013:Q4","2014:Q1","2014:Q2","2014:Q3","2014:Q4","2015:Q1","2015:Q2","2015:Q3","2015:Q4","2016:Q1","2016:Q2","2016:Q3","2016:Q4","2017:Q1","2017:Q2","2017:Q3","2017:Q4","2018:Q1","2018:Q2","2018:Q3","2018:Q4","2019:Q1","2019:Q2","2019:Q3","2019:Q4","2020:Q1","2020:Q2","2020:Q3","2020:Q4","2021:Q1","2021:Q2"
"22000","Louisiana","3","Per capita personal income (dollars) 2/",37475,38049,38705,38783,38891,38960,39204,39474,40342,41050,40813,41834,41207,41384,41430,41556,42343,43000,43398,43664,43108,43028,43161,43293,42098,42508,42952,43573,43408,43785,44367,44903,45368,45897,46363,46805,47168,47462,47821,48218,48169,53972,51604,49699,57044,53281
"23000","Maine","1","Personal income (millions of dollars, seasonally adjusted)",49996.1,50519.1,51000.1,50899.3,52339.4,52490.6,52926.3,53399.9,53407.0,53948.3,53523.8,54250.8,53378.2,53582.1,53781.6,54226.1,54579.0,55527.4,56165.7,57182.2,57249.1,58124.2,58662.6,59289.3,59337.6,59685.9,60114.8,60698.7,61439.6,62033.9,62726.7,63514.6,64173.3,64761.9,65512.1,66039.3,67191.7,67679.3,67971.4,68579.4,70306.6,77809.9,72047.6,72607.1,81649.0,75278.9
"23000","Maine","2","Population (midperiod, persons) 1/",1328730,1327991,1327953,1328373,1328266,1328314,1328574,1328660,1328359,1328110,1328397,1328801,1328488,1328400,1329027,1329971,1330382,1330864,1331210,1330994,1330061,1329317,1329687,1330736,1331224,1331874,1332988,1334119,1334623,1335228,1336507,1337854,1338524,1339483,1341043,1342703,1343738,1344997,1346669,1348324,1349254,1349857,1350792,1351930,1352370,1353109
"23000","Maine","3","Per capita personal income (dollars) 2/",37627,38042,38405,38317,39404,39517,39837,40191,40205,40620,40292,40827,40180,40336,40467,40772,41025,41723,42191,42962,43042,43725,44118,44554,44574,44813,45098,45497,46035,46459,46933,47475,47943,48348,48852,49184,50004,50319,50474,50863,52108,57643,53337,53706,60375,55634
"24000","Maryland","1","Personal income (millions of dollars, seasonally adjusted)",281099.0,286339.9,289291.4,293879.4,298879.8,302306.6,305974.0,306910.7,310181.5,310706.6,311223.0,316591.9,310255.1,311095.4,311284.3,313461.3,316118.0,320928.3,325097.1,327609.3,334030.7,336428.3,338842.0,341510.1,345923.8,348600.3,351843.6,355169.9,356033.1,359647.4,363277.9,368148.6,366508.1,370347.2,374725.3,377206.8,377538.7,379934.1,382343.0,385771.0,389931.6,415937.2,408911.2,403303.0,448455.1,423545.1
"24000","Maryland","2","Population (midperiod, persons) 1/",5767316,5781208,5796096,5809966,5821993,5833774,5846979,5859803,5871359,5882389,5894118,5904654,5912502,5920461,5930243,5940158,5948079,5955756,5964752,5973230,5979067,5985008,5991674,5997257,6000820,6004556,6010565,6017109,6021379,6025384,6030866,6035544,6037635,6040226,6044641,6048960,6050804,6053126,6056800,6059768,6059754,6057454,6055661,6054671,6052133,6050432
"24000","Maryland","3","Per capita personal income (dollars) 2/",48740,49529,49911,50582,51336,51820,52330,52376,52830,52820,52802,53617,52474,52546,52491,52770,53146,53885,54503,54846,55867,56212,56552,56944,57646,58056,58538,59027,59128,59689,60236,60997,60704,61313,61993,62359,62395,62767,63126,63661,64348,68665,67525,66610,74099,70002
"25000","Massachusetts","1","Personal income (millions of dollars, seasonally adjusted)",339231.9,346098.5,351177.6,353460.6,357288.3,365530.6,364418.9,366347.6,372614.1,377892.9,376310.8,390253.5,378068.4,381841.1,383785.4,386749.4,391462.7,396910.8,405208.4,413748.1,420820.4,426861.0,429840.8,435393.5,438364.3,441874.9,445939.5,450557.9,456057.0,460388.1,465779.1,472175.6,478150.3,483948.6,489747.5,492969.3,502658.1,505361.1,506670.1,511767.5,515249.0,565149.2,543021.7,540001.2,586859.0,564262.7
"25000","Massachusetts","2","Population (midperiod, persons) 1/",6543626,6557013,6573495,6586403,6596980,6607994,6621226,6634542,6646131,6657817,6671897,6685993,6696783,6708392,6722067,6735647,6746877,6758464,6770207,6779761,6786139,6793201,6802056,6810418,6816435,6823166,6832777,6843086,6850730,6858619,6867279,6873930,6877647,6882484,6887800,6891196,6891845,6893345,6896588,6899233,6898624,6895616,6891926,6887991,6884020,6881699
"25000","Massachusetts","3","Per capita personal income (dollars) 2/",51842,52783,53423,53665,54159,55316,55038,55218,56065,56759,56402,58369,56455,56920,57093,57418,58021,58728,59852,61027,62012,62837,63193,63931,64310,64761,65265,65841,66571,67125,67826,68691,69522,70316,71104,71536,72935,73311,73467,74177,74689,81958,78791,78397,85249,81995
"26000","Michigan","1","Personal income (millions of dollars, seasonally adjusted)",343221.4,352469.7,357554.1,360019.9,369578.5,370980.8,375059.7,379826.1,384536.1,386851.3,387053.9,399735.3,389620.6,393010.7,394933.5,396742.2,401806.1,408879.7,413954.5,419439.0,427217.9,431767.0,435755.1,440014.4,442315.3,444575.8,447224.2,450005.6,453008.4,456030.3,460198.7,465789.5,468673.6,473509.9,479517.7,484206.2,487401.1,490106.7,492958.8,497622.2,495078.5,579554.4,530786.8,517814.5,589985.2,545782.8
"26000","Michigan","2","Population (midperiod, persons) 1/",9888279,9880723,9879844,9882753,9882279,9882120,9886149,9891241,9893885,9896307,9902300,9908585,9909949,9912295,9918157,9924425,9927023,9929819,9934281,9937106,9935167,9934009,9938297,9944729,9947609,9951225,9958446,9966070,9969659,9973430,9979551,9983993,9983922,9985383,9988441,9989553,9986456,9984599,9985152,9984721,9979328,9971093,9965997,9963565,9955104,9947871
"26000","Michigan","3","Per capita personal income (dollars) 2/",34710,35672,36190,36429,37398,37541,37938,38400,38866,39090,39087,40342,39316,39649,39819,39976,40476,41177,41669,42209,43001,43464,43846,44246,44464,44675,44909,45154,45439,45725,46114,46654,46943,47420,48007,48471,48806,49086,49369,49838,49610,58123,53260,51971,59265,54864
"27000","Minnesota","1","Personal income (millions of dollars, seasonally adjusted)",219900.9,224693.2,228791.5,234442.6,239223.2,242203.8,244038.6,244907.3,252473.4,255876.9,255950.5,264356.1,256546.9,258650.7,261442.8,262486.7,266226.1,271663.1,276456.2,279606.5,284170.3,285009.9,287195.5,289316.0,289360.3,290999.5,293189.6,295390.3,299429.5,302364.1,305783.9,310302.7,313652.4,317355.5,321223.2,326245.3,326833.7,327398.2,330790.7,333073.0,337003.9,367963.3,348415.2,349756.3,388235.9,366590.3
"27000","Minnesota","2","Population (midperiod, persons) 1/",5300857,5307364,5316220,5325832,5333606,5341868,5351066,5359359,5366303,5373443,5383167,5393572,5401263,5409712,5420021,5430449,5438894,5447733,5457609,5466555,5472870,5479868,5489869,5500941,5510055,5519819,5531643,5543647,5553384,5563431,5575006,5585812,5594097,5603418,5613428,5622130,5628507,5635773,5643632,5650200,5654054,5656419,5659622,5663552,5665311,5668240
"27000","Minnesota","3","Per capita personal income (dollars) 2/",41484,42336,43037,44020,44852,45341,45606,45697,47048,47619,47546,49013,47498,47812,48236,48336,48949,49867,50655,51149,51923,52010,52314,52594,52515,52719,53002,53284,53918,54348,54849,55552,56068,56636,57224,58029,58068,58093,58613,58949,59604,65052,61562,61756,68529,64674
"28000","Mississippi","1","Personal income (millions of dollars, seasonally adjusted)",90728.0,92911.5,93859.5,94233.9,96406.8,96232.9,97201.6,97830.7,99699.7,100586.5,99791.2,101431.4,101395.8,101780.1,103602.4,102491.2,102973.4,104330.6,104513.1,105204.8,105114.5,106011.9,106528.6,106601.0,106476.1,107077.9,107776.2,108667.7,108874.3,109499.9,110484.6,111570.1,111318.1,112233.8,113155.1,114565.3,115108.5,115494.7,116894.9,117845.2,119522.9,133973.3,124580.9,121875.7,143160.8,130505.0
"28000","Mississippi","2","Population (midperiod, persons) 1/",2966944,2969355,2972115,2974765,2976477,2978085,2980171,2981931,2983108,2983972,2985804,2987768,2988374,2989108,2990433,2991539,2991690,2991687,2992236,2992483,2991440,2990457,2990675,2991236,2990810,2990467,2991011,2991611,2991138,2990562,2990161,2988759,2986095,2983740,2982709,2982061,2980225,2978685,2977608,2975983,2972908,2968921,2966316,2964929,2961129,2957449
"28000","Mississippi","3","Per capita personal income (dollars) 2/",30580,31290,31580,31678,32390,32314,32616,32808,33421,33709,33422,33949,33930,34050,34645,34260,34420,34874,34928,35156,35138,35450,35620,35638,35601,35806,36033,36324,36399,36615,36949,37330,37279,37615,37937,38418,38624,38774,39258,39599,40204,45125,41999,41106,48347,44128
"29000","Missouri","1","Personal income (millions of dollars, seasonally adjusted)",219481.3,222197.9,223886.5,224690.1,229001.7,230154.9,232849.6,234579.1,239408.2,242348.7,241283.1,248885.5,243821.6,244912.2,245632.9,246433.1,248717.6,252947.0,256406.2,259199.0,260605.1,262310.8,264408.4,265761.4,268130.8,269425.0,271577.0,273281.3,273372.9,275560.4,278265.1,282457.4,283858.7,287767.0,291362.3,294827.9,297983.5,298926.3,301431.4,303842.7,307725.0,333626.3,314381.4,316343.6,358514.8,333383.8
"29000","Missouri","2","Population (midperiod, persons) 1/",5985073,5992433,5998927,6003593,6006171,6009078,6013738,6018202,6021147,6024079,6029316,6034836,6037310,6040524,6045688,6050882,6053838,6057011,6062333,6067744,6070169,6073215,6078242,6083151,6085839,6089088,6094784,6100999,6104649,6108543,6114105,6118836,6120789,6123756,6128672,6133328,6135402,6138321,6143396,6148622,6150802,6151427,6154104,6158432,6158796,6160030
"29000","Missouri","3","Per capita personal income (dollars) 2/",36671,37080,37321,37426,38128,38301,38720,38978,39761,40230,40018,41241,40386,40545,40629,40727,41084,41761,42295,42718,42932,43191,43501,43688,44058,44247,44559,44793,44781,45111,45512,46162,46376,46992,47541,48070,48568,48698,49066,49416,50030,54236,51085,51368,58212,54120
"30000","Montana","1","Personal income (millions of dollars, seasonally adjusted)",35296.3,35870.7,36272.3,36802.2,37910.7,38191.2,38641.1,39208.8,40379.8,40665.7,40655.3,41978.1,40921.8,41270.8,41437.8,41659.5,42478.0,43433.9,43908.6,44402.5,45303.9,45443.0,45658.9,45408.3,45355.4,45708.9,46263.5,46968.7,47811.4,48546.2,49059.4,49681.1,50364.9,50775.2,51155.7,51662.0,52896.5,53289.4,53907.3,54357.0,55412.3,61077.5,56619.6,57531.2,64958.5,60490.5
"30000","Montana","2","Population (midperiod, persons) 1/",988633,990059,991745,993582,995085,996632,998466,1000277,1001789,1003326,1005616,1008349,1010541,1012857,1015354,1017692,1019613,1021587,1023981,1026438,1028347,1030364,1032977,1035798,1038226,1040748,1043767,1046921,1049610,1052338,1055017,1057209,1058877,1060750,1063027,1065295,1067097,1069029,1071696,1074735,1077213,1079466,1082001,1084745,1086888,1089268
"30000","Montana","3","Per capita personal income (dollars) 2/",35702,36231,36574,37040,38098,38320,38700,39198,40308,40531,40428,41631,40495,40747,40811,40935,41661,42516,42880,43259,44055,44104,44201,43839,43685,43919,44324,44864,45552,46132,46501,46993,47564,47867,48123,48495,49571,49848,50301,50577,51440,56581,52329,53037,59766,55533
"31000","Nebraska","1","Personal income (millions of dollars, seasonally adjusted)",73390.9,75318.1,76138.1,77111.2,83017.7,83770.0,84622.4,85436.4,85966.6,87009.1,85664.4,88376.9,87496.6,87591.5,87583.1,86923.6,90095.3,92639.9,92865.2,94495.8,95539.8,96271.7,96909.1,96408.0,94870.3,94661.7,94816.2,95003.9,95102.1,96415.1,97436.4,99494.4,99402.0,100037.7,101278.8,104098.1,103419.4,103193.4,105189.2,105918.8,108001.4,115110.9,109415.5,113652.3,124839.3,118971.0
"31000","Nebraska","2","Population (midperiod, persons) 1/",1824284,1827929,1831303,1834406,1836832,1839418,1842729,1846170,1849093,1852046,1855590,1859011,1861479,1864178,1867790,1871667,1874850,1878137,1881827,1885254,1887776,1890491,1894119,1898007,1901182,1904576,1908078,1911079,1913278,1915573,1918327,1920816,1922397,1924336,1926651,1928729,1930032,1931587,1933665,1935663,1936742,1937348,1938407,1939875,1940334,1941133
"31000","Nebraska","3","Per capita personal income (dollars) 2/",40230,41204,41576,42036,45196,45542,45922,46278,46491,46980,46166,47540,47004,46987,46891,46442,48055,49325,49348,50124,50610,50924,51163,50794,49901,49702,49692,49712,49706,50332,50792,51798,51707,51986,52567,53972,53584,53424,54399,54720,55764,59417,56446,58587,64339,61289
"32000","Nevada","1","Personal income (millions of dollars, seasonally adjusted)",99220.2,101216.4,102177.3,102614.2,104350.0,105183.3,105331.7,105556.5,107915.9,108874.9,108201.8,112397.0,108448.7,109294.1,110246.0,111493.3,113685.9,116214.1,118344.0,121244.9,124839.9,126882.5,127509.7,129235.8,130295.9,131232.8,132621.1,134083.7,138208.2,139829.7,141138.8,142890.2,147028.5,148623.1,150857.5,152647.7,157066.7,158417.9,159380.5,160830.4,162709.6,177634.7,168127.1,165877.6,189060.8,176647.4
"32000","Nevada","2","Population (midperiod, persons) 1/",2698408,2701535,2704257,2707367,2709595,2711769,2717440,2725740,2733323,2740745,2749278,2758018,2765446,2772897,2782571,2793671,2803736,2813719,2825704,2838765,2850546,2862368,2875344,2888601,2900823,2913130,2926594,2940411,2953017,2965491,2979910,2995204,3009173,3023352,3038705,3054305,3068652,3083172,3097568,3110786,3122643,3133273,3144432,3156432,3167315,3178410
"32000","Nevada","3","Per capita personal income (dollars) 2/",36770,37466,37784,37902,38511,38788,38761,38726,39482,39725,39356,40753,39216,39415,39620,39909,40548,41303,41881,42710,43795,44328,44346,44740,44917,45049,45316,45600,46802,47152,47363,47706,48860,49158,49645,49978,51184,51381,51453,51701,52106,56693,53468,52552,59691,55577
"33000","New Hampshire","1","Personal income (millions of dollars, seasonally adjusted)",60404.0,62110.2,62660.0,62954.7,63813.5,64934.4,65352.4,65680.7,66733.6,67368.5,67436.2,69882.6,67024.3,67597.7,67845.8,68347.0,68815.9,70260.5,70643.4,72285.1,71950.2,73268.4,73572.3,75107.3,75166.3,75661.9,76392.1,77148.9,78111.5,78860.0,79678.4,80912.5,81875.5,82762.2,83790.7,84215.8,86126.3,86506.0,86847.4,87710.4,89481.4,94650.5,90956.8,91603.6,99840.5,93328.0
"33000","New Hampshire","2","Population (midperiod, persons) 1/",1316570,1316620,1317455,1318542,1319176,1319939,1321108,1322312,1323196,1324114,1325232,1326141,1326389,1326867,1328276,1330249,1331754,1333340,1334897,1335970,1336417,1337025,1338430,1340154,1341420,1342834,1344721,1346634,1348016,1349470,1351167,1352552,1353331,1354375,1355961,1357615,1358702,1359995,1361811,1363723,1364948,1365849,1366952,1368179,1368893,1369930
"33000","New Hampshire","3","Per capita personal income (dollars) 2/",45880,47174,47561,47746,48374,49195,49468,49671,50434,50878,50886,52696,50531,50945,51078,51379,51673,52695,52920,54107,53838,54800,54969,56044,56035,56345,56809,57290,57946,58438,58970,59822,60499,61107,61794,62032,63389,63608,63773,64317,65557,69298,66540,66953,72935,68126
"34000","New Jersey","1","Personal income (millions of dollars, seasonally adjusted)",445079.4,449431.7,451772.7,453424.4,464813.2,468313.1,472558.4,474347.7,482710.3,484616.7,485208.2,497575.4,487609.8,491490.4,492748.0,498104.7,506778.8,512327.1,518437.2,524517.2,531750.3,535482.5,539928.8,541261.9,546672.5,548872.6,553938.6,558721.8,562695.5,568878.0,575210.0,583146.2,587744.2,592997.8,600898.7,606379.5,613281.5,616710.5,620234.3,626036.8,626557.9,670177.6,657270.4,655989.7,716082.0,684373.7
"34000","New Jersey","2","Population (midperiod, persons) 1/",8787018,8795569,8804548,8813335,8819066,8824778,8831883,8837437,8840690,8843519,8849071,8854252,8855019,8856121,8860153,8864331,8865269,8866121,8869488,8872312,8870946,8869932,8872056,8874358,8873478,8872947,8876874,8882461,8884393,8886104,8890054,8892771,8891455,8890988,8893075,8894619,8892434,8890986,8892789,8894656,8892331,8886338,8880858,8876834,8870833,8865730
"34000","New Jersey","3","Per capita personal income (dollars) 2/",50652,51098,51311,51448,52705,53068,53506,53675,54601,54799,54832,56196,55066,55497,55614,56192,57165,57785,58452,59118,59943,60371,60857,60992,61607,61859,62402,62902,63335,64019,64703,65575,66102,66697,67569,68174,68967,69364,69746,70383,70460,75417,74010,73899,80723,77193
"35000","New Mexico","1","Personal income (millions of dollars, seasonally adjusted)",68075.6,69183.8,70167.1,71002.5,72121.5,72591.4,73310.1,73847.8,74218.8,75000.7,74287.9,75394.0,73208.5,73466.6,73521.8,74050.2,75878.7,77407.2,78659.8,79954.6,79400.5,79854.1,79847.1,80355.5,80671.2,81202.6,81702.0,82080.4,81873.0,82404.3,83106.4,84056.2,85249.2,86047.1,87094.7,87736.8,89712.4,90144.2,90728.7,91571.4,92890.8,102502.1,98623.3,96397.7,111223.8,101664.9
"35000","New Mexico","2","Population (midperiod, persons) 1/",2055731,2061862,2067033,2071522,2075194,2078732,2081957,2084135,2085618,2086893,2088861,2090696,2091472,2092214,2092855,2092754,2091759,2090634,2090711,2091237,2090710,2090156,2090755,2091836,2092068,2092265,2092994,2093641,2093326,2092815,2093351,2094127,2093874,2093660,2094895,2096873,2097857,2098910,2101089,2103714,2105359,2106155,2107303,2109032,2109925,2110930
"35000","New Mexico","3","Per capita personal income (dollars) 2/",33115,33554,33946,34276,34754,34921,35212,35433,35586,35939,35564,36062,35003,35114,35130,35384,36275,37026,37623,38233,37978,38205,38191,38414,38561,38811,39036,39205,39111,39375,39700,40139,40714,41099,41575,41842,42764,42948,43182,43528,44121,48668,46801,45707,52715,48161
"36000","New York","1","Personal income (millions of dollars, seasonally adjusted)",930925.2,953115.9,951458.5,952806.5,998169.9,994006.8,998743.5,1000102.9,1027687.4,1043921.4,1041263.1,1083760.9,1047410.0,1060933.2,1066428.8,1073769.7,1084611.5,1095437.4,1113591.3,1129991.1,1136530.9,1153767.5,1164710.0,1163883.0,1177034.0,1183738.1,1200092.9,1217273.5,1247584.6,1266492.1,1281173.3,1296361.8,1300407.5,1310750.1,1323342.3,1331259.6,1344545.5,1356383.3,1365128.9,1379833.1,1364819.2,1501593.6,1472400.3,1421384.9,1585461.0,1506160.0
"36000","New York","2","Population (midperiod, persons) 1/",19368708,19388740,19415721,19444100,19465770,19487241,19511864,19533347,19549806,19565103,19584992,19602725,19610887,19619596,19632273,19642985,19646738,19650158,19657917,19663546,19659924,19656936,19657547,19655520,19646609,19638552,19634234,19627857,19613579,19598703,19590730,19582207,19565020,19549683,19536983,19520436,19495816,19472633,19453075,19430593,19398857,19358910,19320970,19287180,19247975,19210236
"36000","New York","3","Per capita personal income (dollars) 2/",48063,49158,49005,49002,51278,51008,51186,51200,52568,53356,53166,55286,53410,54075,54320,54664,55206,55747,56648,57466,57810,58695,59250,59214,59910,60276,61122,62018,63608,64621,65397,66201,66466,67047,67735,68198,68966,69656,70175,71013,70356,77566,76207,73696,82370,78404
"37000","North Carolina","1","Personal income (millions of dollars, seasonally adjusted)",339254.0,343521.0,344174.6,346443.7,352670.4,354805.4,356760.2,359070.5,374275.6,379253.6,379824.7,387288.3,374430.5,375059.2,376443.3,379636.6,389203.3,395281.1,401312.0,406601.7,413672.9,417434.5,421721.7,424508.0,428960.6,430936.9,433554.8,437052.5,445478.8,450347.7,455252.6,461311.6,468018.6,472674.6,478502.8,482737.4,494970.2,498473.0,501697.7,506846.6,516713.6,555147.2,531153.6,530063.0,606775.5,561597.7
"37000","North Carolina","2","Population (midperiod, persons) 1/",9522731,9555038,9586629,9609239,9628721,9648223,9671718,9696242,9718496,9740207,9765593,9791437,9812681,9834542,9859203,9883809,9904934,9925984,9951699,9978858,10001505,10024663,10054163,10086858,10116084,10145873,10177534,10208036,10234611,10261116,10291739,10322525,10348855,10376447,10406637,10435974,10461063,10487194,10516638,10545919,10570086,10590996,10614498,10640407,10661149,10683292
"37000","North Carolina","3","Per capita personal income (dollars) 2/",35626,35952,35902,36053,36627,36774,36887,37032,38512,38937,38894,39554,38158,38137,38182,38410,39294,39823,40326,40746,41361,41641,41945,42085,42404,42474,42599,42815,43527,43889,44235,44690,45224,45553,45981,46257,47315,47532,47705,48061,48885,52417,50040,49816,56915,52568
"38000","North Dakota","1","Personal income (millions of dollars, seasonally adjusted)",28681.3,29509.0,30211.4,31121.5,32338.8,32978.3,34070.7,35276.4,37911.5,39309.7,40009.8,41953.9,39037.6,39871.3,40435.5,40389.8,41621.2,42944.2,43124.8,43588.3,41951.4,41102.5,40831.0,40830.8,39336.4,39609.0,39962.7,40155.2,39783.7,39999.3,40273.4,40806.8,41903.3,42401.0,42933.3,44049.8,44171.9,43639.1,44834.0,45035.9,45006.3,49154.8,46230.2,47966.1,52595.3,50516.7
"38000","North Dakota","2","Population (midperiod, persons) 1/",671404,673669,676218,678995,681540,684144,687690,691953,696024,700126,704985,710370,715367,720484,725161,729201,732949,736761,740967,745337,749305,753412,755706,755934,755898,755984,756286,756584,756575,756612,757257,758202,758810,759588,760614,761645,762365,763218,764091,764762,765074,765243,765601,766086,766155,766400
"38000","North Dakota","3","Per capita personal income (dollars) 2/",42718,43803,44677,45835,47450,48204,49544,50981,54469,56147,56753,59059,54570,55340,55761,55389,56786,58288,58201,58481,55987,54555,54030,54014,52039,52394,52841,53074,52584,52866,53183,53820,55222,55821,56446,57835,57941,57178,58676,58889,58826,64234,60384,62612,68648,65914
"39000","Ohio","1","Personal income (millions of dollars, seasonally adjusted)",416075.5,422751.1,429317.7,433302.9,446772.3,450312.0,456793.7,460503.7,464392.9,470769.4,469607.4,482045.7,474300.1,478700.9,480405.8,482948.1,488978.4,495656.8,502440.6,508502.4,512381.8,517362.5,520598.5,524964.2,523637.2,527038.9,530260.4,535342.1,540821.8,543853.4,549751.3,558664.5,560671.1,566305.3,572714.9,579373.2,581436.6,584601.4,588810.3,593861.0,600047.1,659946.2,627527.3,621404.8,705692.6,651683.9
"39000","Ohio","2","Population (midperiod, persons) 1/",11536923,11537949,11542112,11545408,11544687,11544576,11547762,11550498,11550380,11550166,11556832,11566474,11570308,11575504,11584421,11593358,11598029,11603082,11610840,11617341,11618180,11620099,11626164,11632370,11634348,11637301,11645055,11653718,11657633,11661903,11669380,11675271,11675820,11678292,11684566,11690443,11691442,11693962,11699118,11703018,11701100,11696135,11694445,11695351,11689678,11685870
"39000","Ohio","3","Per capita personal income (dollars) 2/",36065,36640,37196,37530,38699,39006,39557,39869,40206,40759,40635,41676,40993,41355,41470,41657,42160,42718,43273,43771,44102,44523,44778,45130,45008,45289,45535,45937,46392,46635,47111,47850,48020,48492,49015,49560,49732,49992,50329,50744,51281,56424,53660,53133,60369,55767
"40000","Oklahoma","1","Personal income (millions of dollars, seasonally adjusted)",134481.2,139043.4,142352.6,144684.2,146534.3,149738.2,152468.8,154098.4,158498.4,160399.3,159915.6,165700.2,166557.0,169090.0,170278.7,171604.8,177006.5,180012.6,182222.0,182634.8,176899.1,174996.5,175184.9,173455.4,165710.8,165659.9,166761.7,168058.5,170764.8,173155.2,175197.3,177843.8,180022.9,181370.9,183500.7,185402.7,189557.1,190422.8,191813.7,193673.6,192838.3,208087.2,195692.4,197590.5,223551.0,206090.4
"40000","Oklahoma","2","Population (midperiod, persons) 1/",3746415,3755743,3764261,3772042,3778518,3785135,3793145,3801279,3808393,3815481,3824416,3833906,3841525,3849433,3857504,3864639,3870317,3876019,3883917,3892625,3899463,3906578,3913267,3918222,3921829,3925770,3929424,3931600,3932169,3932735,3935432,3938663,3940094,3942051,3946256,3951247,3954579,3958359,3964191,3970762,3975430,3979102,3983811,3989339,3992739,3996822
"40000","Oklahoma","3","Per capita personal income (dollars) 2/",35896,37022,37817,38357,38781,39560,40196,40539,41618,42039,41814,43220,43357,43926,44142,44404,45734,46443,46917,46918,45365,44795,44767,44269,42253,42198,42439,42746,43428,44029,44518,45153,45690,46009,46500,46923,47934,48106,48387,48775,48508,52295,49122,49530,55989,51564
"41000","Oregon","1","Personal income (millions of dollars, seasonally adjusted)",137182.0,137518.9,138721.4,139744.0,144228.4,144988.9,145549.1,147618.0,151746.2,153113.3,153043.1,156289.2,153959.7,155553.8,156891.3,158115.3,161893.8,165692.2,168960.0,171763.3,176478.2,178307.4,181298.1,182317.1,185906.1,187338.6,189022.3,190866.3,195529.1,197657.7,199857.3,202938.7,207616.1,210043.9,213037.8,214960.6,218822.2,220319.4,221659.6,223944.2,229040.2,246396.5,239795.4,240156.1,268054.2,249525.5
"41000","Oregon","2","Population (midperiod, persons) 1/",3827870,3834292,3842682,3852061,3859984,3868156,3876619,3884009,3890278,3896594,3903942,3910830,3915672,3920937,3929794,3940928,3950501,3960240,3972929,3987115,3999262,4011823,4028494,4047812,4065586,4083746,4100691,4115056,4127641,4140343,4152472,4162321,4170207,4178762,4188272,4197169,4204233,4211836,4220433,4228523,4234519,4239315,4245292,4252262,4256922,4262164
"41000","Oregon","3","Per capita personal income (dollars) 2/",35838,35866,36100,36278,37365,37483,37545,38007,39007,39294,39202,39963,39319,39673,39924,40121,40981,41839,42528,43080,44128,44445,45004,45041,45727,45874,46095,46382,47371,47739,48130,48756,49786,50265,50865,51216,52048,52310,52521,52960,54089,58122,56485,56477,62969,58544
"42000","Pennsylvania","1","Personal income (millions of dollars, seasonally adjusted)",523719.3,534636.5,542706.7,548066.3,556884.0,562855.3,568681.1,570361.2,579966.2,584913.1,586267.9,599516.7,587324.8,593783.8,594934.5,598685.3,606916.5,615423.8,623265.9,630711.3,637201.3,640972.9,646320.7,651457.4,654394.0,658162.7,663927.4,668156.1,668841.7,674234.8,682280.8,693123.5,702564.3,710299.7,722059.7,730422.4,732000.9,734885.5,737811.4,743945.9,744113.4,830663.9,802975.5,777148.0,865974.2,807530.8
"42000","Pennsylvania","2","Population (midperiod, persons) 1/",12698494,12706956,12718153,12729149,12735376,12742236,12751504,12758768,12762561,12766200,12773148,12778632,12777351,12777561,12782814,12788570,12789410,12790667,12794805,12797163,12792941,12789889,12791603,12793338,12790190,12788076,12791387,12795609,12794290,12793287,12798634,12804736,12804619,12806579,12809942,12809767,12803887,12799550,12800631,12802433,12797416,12788403,12782588,12779376,12769811,12762077
"42000","Pennsylvania","3","Per capita personal income (dollars) 2/",41243,42074,42672,43056,43727,44172,44597,44703,45443,45817,45898,46916,45966,46471,46542,46814,47455,48115,48712,49285,49809,50116,50527,50922,51164,51467,51904,52218,52277,52702,53309,54130,54868,55464,56367,57021,57170,57415,57639,58110,58146,64954,62818,60813,67814,63276
"44000","Rhode Island","1","Personal income (millions of dollars, seasonally adjusted)",44032.6,45038.2,45514.5,45879.5,46028.2,46906.0,47048.8,47191.8,48133.0,48384.2,48260.7,49229.0,48251.6,48335.5,48634.3,48957.5,49783.2,50242.1,50818.3,51741.1,51896.4,52382.1,52576.5,52935.3,52759.1,52944.1,53328.1,53887.5,54234.6,54886.6,55674.5,56408.0,56664.6,57125.8,57670.3,58026.6,59218.2,59689.5,60021.3,60706.6,61018.0,68040.4,64942.1,63199.1,70467.8,65045.4
"44000","Rhode Island","2","Population (midperiod, persons) 1/",1053216,1053472,1054163,1054292,1054026,1053816,1054092,1054508,1054634,1054745,1055189,1055580,1055435,1055408,1055797,1056231,1056280,1056384,1056775,1057087,1056898,1056796,1057143,1057520,1057531,1057639,1057804,1057691,1057161,1056656,1057065,1057930,1058359,1058923,1059357,1059234,1058682,1058247,1058316,1058532,1058208,1057524,1057071,1056826,1056105,1055525
"44000","Rhode Island","3","Per capita personal income (dollars) 2/",41808,42752,43176,43517,43669,44511,44634,44752,45640,45873,45737,46637,45717,45798,46064,46351,47131,47560,48088,48947,49103,49567,49734,50056,49889,50059,50414,50948,51302,51944,52669,53319,53540,53947,54439,54782,55936,56404,56714,57350,57662,64339,61436,59801,66724,61624
